Tipo;Ano;Autores;T«tulo
Nota;2000;AZEVEDO JR SM ET AL;[**NOVOS REGISTROS DE ANTILOPHIA BOKERMANNI COELHO E SILVA, 1999 NA CHAPADA DO ARARIPE, CEAR«Å, BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 8(2):133-134**](https://drive.google.com/file/d/11w74fflmvCBg13DyaRwc8w-fOffS_ZGG/view?usp=drive_link)
Artigo;2000;NASCIMENTO JLX;[**ESTUDO COMPARATIVO DA AVIFAUNA EM DUAS ESTA«?«?ES ECOL«?GICAS DA CAATINGA: AIUABA E SERID«?. MELOPSITTACUS 3(1):12-35**](https://drive.google.com/file/d/1kvxt8ZB68PGQyN6oMEaxO0qD-rDsEakd/view?usp=drive_link)
Artigo;2000;NASCIMENTO JLX & LARRAZ«ÅBAL MEL;[**ALIMENTA«?«üO DE AVES LIM«çCOLAS EM BARRA DE CUNHA«?, CANGUARETAMA, RIO GRANDE DO NORTE. MELOPSITTACUS 3(3):91-109**](https://drive.google.com/file/d/1kfxfYXTUC3ahY9ahV_qJRZDvXw7kH65x/view?usp=drive_link)
Artigo;2000;EFE MA ET AL;[**DISTRIBUI«?«üO E ECOLOGIA REPRODUTIVA DE STERNA SANDVICENSIS EURYGNATHA NO BRASIL. MELOPSITTACUS 3(3):110-121**](https://drive.google.com/file/d/1HE6jsyc1WA8VAjVMYSPSv6TPK4w_vsQJ/view?usp=drive_link)
Guia;2000;ALVES VS ET AL;[**AS AVES DO ARQUIP«?LAGO DE ABROLHOS (BAHIA - BRASIL). EDI«?«?ES IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1KL7KB4HndYLw2ejTG-UUO0n2xF4iaV1l/view?usp=drive_link)
Disserta«ı«úo;2000;NASCIMENTO ILS;[**DIETA DAS AVES MARINHAS COMO CONTRIBUI«?«üO AO MANEJO DO PARQUE NACIONAL DOS ABROLHOS, BA, BRASIL. DISSERTA«?«üO DE MESTRADO, UFPE. RECIFE, BRASIL**](https://drive.google.com/file/d/1IM4hM9pS2zLAhdtbupIEv140acjVXTZ8/view?usp=drive_link)
Disserta«ı«úo;2000;SOUZA EA;[**MATA DA AMEM, CABEDELO-PB: POSSIBILIDADES DE CO-GEST«üO. DISSERTA«?«üO DE MESTRADO. UFPB. JO«üO PESSOA, BRASIL**](https://drive.google.com/file/d/1n6ZxTIc28X5lh3bqJrfvQGwqqKuufsJ3/view?usp=drive_link)
Resumo;2000;MOHR LV ET AL;[**NOVOS REGISTROS DE AVES PARA O RIO GRANDE DO SUL, EM PARQUES URBANOS DE PORTO ALEGRE E VIAM«üO. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1LXVonEDbml6FrMX8J2LfDCkw8xXv2t0n/view?usp=drive_link)
Resumo;2000;NASCIMENTO JLX;[**ESTUDO COMPARATIVO DA AVIFAUNA EM DUAS ESTA«?«?ES ECOL«?GICAS DA CAATINGA: AIUABA (CEAR«Å) E SERID«? (RIO GRANDE DO NORTE). VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1I4otB0HTMW2JuJjJwoGUOupl6t61ypg1/view?usp=drive_link)
Resumo;2000;NASCIMENTO JLX ET AL;[**MIGRA«?«üO E PAR«?METROS DEMOGR«ÅFICOS DO MARREC«üO NETTA PEPOSACA (ANATIDAE, ANSERIFORMES) NO SUL DO BRASIL, URUGUAI, PARAGUAI E NORTE DA ARGENTINA. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1uQxAaec9sfoihv_WiKs1iQnKHpHUjHdX/view?usp=drive_link)
Resumo;2000;EFE MA ET AL;[**REGISTRO DE REPRODU«?«üO DE TALHA-MAR (RYNCHOPS NIGER) EM COL«?NIA MISTA COM OUTRAS TR«?S ESP«?CIES EM ILHA DO RIO IBICU«ç, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1j8FyKVd_mf4UPRvWkEwtKatZIbvizKBD/view?usp=drive_link)
Resumo;2000;EFE MA ET AL;[**INVENT«ÅRIO E DISTRIBUI«?«üO DA AVIFAUNA DO PARQUE SAINT HILAIRE, VIAMAO, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/11y0luhfyAqlNBFljLHDigDX3HIy8ROB7/view?usp=drive_link)
Resumo;2000;EFE MA ET AL;[**PROJETO AVES URBANAS: AS AVES DOS PARQUES DE PORTO ALEGRE, RIO GRANDE DO SUL. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1O-rzBW1kTTBsGMnx7gZOGP2rKuxwUO--/view?usp=drive_link)
Resumo;2000;NASCIMENTO JLX & LARRAZ«ÅBAL MEL;[**ESTUDO DE ALIMENTA«?«üO DE AVES LIM«çCOLAS EM BARRA DE CUNHA«?, CANGUARETAMA, RIO GRANDE DO NORTE. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1xF7Ljms3kIRt0Y6nyWqNKOSacZliBcZz/view?usp=drive_link)
Resumo;2000;SOTO JMR & FILIPPINI A;[**O G«?NERO PUFFINUS NO ARQUIP«?LAGO FERNANDO DE NORONHA E O COMPLEXO P. ASSIMILIS - P. LHERMINIERI. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/11qOQKP5vWm8cqKKqPtqTaHbEPV_OYBzb/view?usp=drive_link)
Resumo;2000;SOTO JMR ET AL;[**LISTA SISTEM«ÅTICA DAS AVES REGISTRADAS NO ARQUIP«?LAGO FERNANDO DE NORONHA, COM NOVAS INCLUS«?ES. VIII CONGRESSO BRASILEIRO DE ORNITOLOGIA. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1tobyzrg6NtohW1VyLSRGwC8VcLKjNFn-/view?usp=drive_link)
Cap«tulo;2000;NASCIMENTO JLX ET AL;[**BIOMETRIA, MUDA E REPRODU«?«üO DA MARRECA-PARDA ANAS GEORGICA GMELIN, 1789 (ANSERIFORMES, ANATIDAE) NO RIO GRANDE DO SUL. A ORNITOLOGIA NO BRASIL: PESQUISA ATUAL E PERSPECTIVAS. EDUERJ. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1OC0HrUSaO8F6yg_SDBHZ5ZtczLU1BSE0/view?usp=drive_link)
Tese;1999;ANTAS PTZ;[**COMUNIDADE DE AVES DOS CERRADOS DO PLANALTO CENTRAL E POR«?«üO OCIDENTAL DO M«?DIO RIO S«üO FRANCISCO. TESE DE DOUTORADO, UNB. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/13mjIHuEcHnSWQupuwOGfSoBgdAvArus2/view?usp=drive_link)
Artigo;1999;BAKER AJ ET AL;[**NORTHBOUND MIGRATION OF RED KNOTS CALIDRIS CANUTUS RUFA IN ARGENTINA AND BRAZIL: REPORT ON RESULTS OBTAINED BY NA INTERNATIONAL EXPEDITION IN MARCH-APRIL 1997. WADER STUDY GROUP BULLETIN 88:64-75**](https://drive.google.com/file/d/1-RxT-YS50GDJhqxZoB_ll8bwUzToPrYm/view?usp=drive_link)
Guia;1999;LYRA-NEVES RM ET AL;[**AVES DA FAZENDA TAMANDU«Å, SANTA TEREZINHA - PARA«çBA. OS AUTORES, JO«üO PESSOA, BRASIL**](https://drive.google.com/file/d/1PKGLSqKuPnmgEFBr2MRGLWMVaby8f5KG/view?usp=drive_link)
Artigo;1999;NASCIMENTO JLX;[**REGISTROS DE NINHAIS DE GAR«?AS (CICONIIFORMES, ARDEIDAE) NA PARAIBA, BRASIL. AIRO 10:39-42**](https://drive.google.com/file/d/1q-Y8Ocd76vpn0ctDqMt5HVdtXsxM2T5L/view?usp=drive_link)
Resumo;1999;NASCIMENTO JLX ET AL;[**AVES DA CHAPADA DO ARARIPE, BRASIL: BIOLOGIA E CONSERVA«?«üO. VIII CONGRESSO NORDESTINO DE ECOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1umxsdacqQ_4EZAXCm8K8DjIl_XmGPErz/view?usp=drive_link)
Resumo;1999;NASCIMENTO ILS ET AL;[**LAGOA DO PEIXE NATIONAL PARK, BRAZIL: ANALYSIS OF SHOREBIRD DATA, 1984-1997. VI CONGRESSO DE ORNITOLOGIA NEOTROPICAL. MONTERREY, M«?XICO**](https://drive.google.com/file/d/1gU-Drb5k418CFaFaB-F7qWvLgR0MmtAV/view?usp=drive_link)
Resumo expandido;1999;BAKER A ET AL;[**HEMISPHERIC PROBLEMS IN THE CONSERVATION OF RED KNOTS (CALIDRIS CANUTUS RUFA). VI CONGRESSO DE ORNITOLOGIA NEOTROPICAL. MONTERREY, MEXICO**](https://drive.google.com/file/d/1sgu7g1JlVhS4XW65u2h9sufbEjl15jFV/view?usp=drive_link)
Artigo;1998;NASCIMENTO JLX;[**MUDA DE CHARADRIIDAE E SCOLOPACIDAE (CHARADRIIFORMES) NO NORTE DO BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 6(2):141-144**](https://drive.google.com/file/d/1HQZSMUeNn1qY0zL8FY1ZeaqVBIjEAb4E/view?usp=drive_link)
Resumo;1998;ANTAS P & ALMEIDA A;[**BIRD COMMUNITY OF EUCALYPTUS PLANTATION AND ADJACENT ATLANTIC FOREST RESERVE, ESPIRITO SANTO STATE, SOUTH EASTERN BRAZIL. 22^O^ CONGRESSO INTERNACIONAL DE ORNITOLOGIA. DURBAN, AFRICA DO SUL**](https://drive.google.com/file/d/1cKRLP_YhVjjLXcjcIvMynNLfQbw792aL/view?usp=drive_link)
Resumo;1998;NASCIMENTO JLX ET AL;[**BIOMETRIA, MUDA E REPRODU«?«üO DA MARRECA-PARDA ANAS GEORGICA (ANSERIFORMES, ANATIDAE) NO RIO GRANDE DO SUL. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**]()
Resumo;1998;FLORES JM& SCHERER SB;[**CENSOS DE AVES MIGRAT«?RIAS NE«ÅRTICAS NA REGI«üO COSTEIRA DO RIO GRANDE DO SUL. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1VJ8_U3IowcT0r7URIVAcOwXBYUJU4YeQ/view?usp=drive_link)
Resumo;1998;SCHULZ-NETO A;[**NOVOS REGISTROS DE AVES PARA O NOVO MUNDO, PARA A AM«?RICA DO SUL, PARA O BRASIL E PARA FERNANDO DE NORONHA. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1qed7kQpveJgdooYOHIzDernUY3Xss4Ek/view?usp=drive_link)
Resumo;1998;SCHULZ-NETO A;[**CENSOS DE AVES COSTEIRAS NA «ÅREA DE PROTE«?«üO AMBIENTAL DAS REENTR«?NCIAS MARANHENSES. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1X4auV3zlkNCRV3Ma4-NY40w7qGWazomp/view?usp=drive_link)
Resumo;1998;NASCIMENTO JLX;[**REGISTROS DE NINHAIS DE GAR«?AS (ARDEIDAE) NA PARAIBA. VII CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1UXlM24goFWACWf2PuKS5AtWIGuSm7bjj/view?usp=drive_link)
Resumo;1998;NASCIMENTO ILS;[**IMPACTOS DO FOGO SOBRE A AVIFAUNA DO PARQUE NACIONAL DOS ABROLHOS, BAHIA, BRASIL. XXII CONGRESSO BRASILEIRO DE ZOOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/11fT_ea7eo7RIwhetzYXmKRgdRiBefSap/view?usp=drive_link)
Resumo;1998;ALVES MAS & ANTAS PTZ;[**BIRD COMMUNITIES IN ATLANTIC FOREST FRAGMENTS IN THE SOUTH OF BAHIA STATE, BRAZIL. 22^O^ CONGRESSO INTERNACIONAL DE ORNITOLOGIA. DURBAN, AFRICA DO SUL**](https://drive.google.com/file/d/1VGIaeapxOmmWB34A2w6qP55xt7bQuoeX/view?usp=drive_link)
Resumo;1998;NASCIMENTO ILS ET AL;[**WATERBIRD COLONIES IN THE PANTANAL AREA WITH NA EMPHASIS ON THEIR TEMPORAL AND SPATIAL SCALES. MEETING OF THE COLONIAL WATERBIRD SOCIETY AND THE FLAMINGO SPECIALIST GROUP, FLORIDA INTERNATIONAL UNIVERSITY. MIAMI, USA**](https://drive.google.com/file/d/1Pyo1BcEejGgFxOZjXlm8tp6wK0JYMUbf/view?usp=drive_link)
Resumo;1998;NASCIMENTO ILS & NASCIMENTO JLX;[**DATA BANK OF THE BIRDS COLONIES IN BRAZIL. MEETING OF THE COLONIAL WATERBIRD SOCIETY AND THE FLAMINGO SPECIALIST GROUP, FLORIDA INTERNACIONAL UNIVERSITY. MIAMI, USA**]()
Artigo;1998;SCHULZ-NETO A;[**ASPECTOS BIOLOGICOS DA AVIFAUNA MARINHA NA RESERVA BIOLOGICA DO ATOL DAS ROCAS, RIO GRANDE DO NORTE, BRASIL. EL HORNERO 15(1):17-28**](https://drive.google.com/file/d/18ynFc9LXYpCwrmHxx6pzEHdQkR2_OKKF/view?usp=drive_link)
Artigo;1997;HAYS H ET AL;[**RECOVERIES OF ROSEATE AND COMMON TERNS IN SOUTH AMERICA. JOURNAL OF FIELD ORNITHOLOGY 68(1):79-90**](https://drive.google.com/file/d/13oDy86tRrpho5zFe-fAnYbFZirB6oVl3/view?usp=drive_link)
Resumo;1997;NASCIMENTO JLX;[**MUDA DE CHARADRIUS SEMIPALMATUS E CALIDRIS PUSILLA (AVES, CHARADRIIFORMES) NA ILHA DO PARAZINHO, AMAP«Å. VII CONGRESSO LATINO-AMERICANO SOBRE CI«?NCIAS DO MAR. SANTOS, BRASIL**](https://drive.google.com/file/d/11sZznSaSiLb2dWwH5JgUJTz2Lh6wlcZi/view?usp=drive_link)
Resumo;1997;RODRIGUES RC & NASCIMENTO JLX;[**OBSERVA«?«?ES SOBRE A DIETA DE CORYPHOSPINGUS PILEATUS (AVES, EMBEREZIDAE) NO NORDESTE DO BRASIL. VI CONGRESSO BRASILEIRO DE ORNITOLOGIA. BELO HORIZONTE, BRASIL**](https://drive.google.com/file/d/1ESKW1Lv2xyH4elPlAW8XHiFTkizLpeWM/view?usp=drive_link)
Artigo completo;1996;CORDEIRO PHC ET AL;[**AN«ÅLISE DAS RECUPERA«?«?ES DE STERNA HIRUNDO NO BRASIL ENTRE 1980 E 1994. REVISTA BRASILEIRA DE ORNITOLOGIA 4(1):3-7**](https://drive.google.com/file/d/1wRAshimlYUwd96TCDX2LjHiSYlqZEztX/view?usp=drive_link)
Resumo;1996;ANTAS PTZ;[**THE BRAZILIAN MERGANSER (MERGUS OCTOSETACEUS) THE MOST THREATENED DUCK IN SOUTH AMERICA. GIBIER FAUNE SAUVAGE GAME WILDLIFE 13:799-800**](https://drive.google.com/file/d/1bTUf5r8eHlsJeZ6R8TJ9tluQkYJk8jhK/view?usp=drive_link)
Artigo;1996;ANTAS PTZ & NASCIMENTO ILS;[**ANALYSIS OF RED KNOT CALIDRIS CANUTUS RUFA BANDING DATA IN BRAZIL. INTERNATIONAL WADER STUDIES 8:63-70**](https://drive.google.com/file/d/1UlOFZPDZLUdUIGMmoe6MCdpwtxik9M9R/view?usp=drive_link)
Artigo;1996;ANTAS PTZ ET AL;[**MONITORING ANATIDAE POPULATIONS IN RIO GRANDE DO SUL STATE, SOUTH BRAZIL. GIBIER FAUNE SAUVAGE GAME WILDLIFE 13(1):513-530**](https://drive.google.com/file/d/1y80qoPKtIzUHKNO8Qd_FeZec4VU6C_Cg/view?usp=drive_link)
Guia;1996;NASCIMENTO JLX & SCHULZ-NETO A;[**AVES DA ESTA«?«üO ECOL«?GICA DE AIUABA, CEAR«Å. EDI«?«?ES IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1Y_LpNyHAeFLGt71sEHFH9Qn0AhdZCVuH/view?usp=drive_link)
Guia;1996;NASCIMENTO JLX;[**AVES DA FLORESTA NACIONAL DO ARARIPE, CEAR«Å. EDI«?«?ES IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1rXCBgAnqozmi-Lg9tW0S4kS_pJS9EmdW/view?usp=drive_link)
Resumo;1996;KOCH M ET AL;[**ASPECTOS ETOL«?GICOS E MORFOM«?TRICOS DO CISNE-DE-PESCO«?O-PRETO CYGNUS MELANCORYPHUS E DA CAPOROROCA COSCOROBA COSCOROBA NO RIO GRANDE DO SUL. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1XtSs3YetSdRyC3c0nVFhpCM94YtTvSr0/view?usp=drive_link)
Resumo;1996;NASCIMENTO JLX & SCHULZ-NETO A;[**AVES DA ESTA«?«üO ECOL«?GICA DE AIUABA, CE. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1GQ3MnV2i8LvebksHl_CGfvhAI2JWKvZg/view?usp=drive_link)
Resumo;1996;NASCIMENTO JLX;[**AVES DA FLORESTA NACIONAL DO ARARIPE, CE. V CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPINAS, BRASIL**](https://drive.google.com/file/d/1Ljy6N3QEJRYjbMkpRFvU6tYbkvuhj29U/view?usp=drive_link)
Livro;1996;ANTAS PTZ & NASCIMENTO ILS;[**SOB OS C«?US DO PANTANAL: BIOLOGIA E CONSERVA«?«üO DO TUIUI«? JABIRU MYCTERIA. EMPRESA DAS ARTES. S«üO PAULO, BRASIL**](https://drive.google.com/file/d/11glotr_mcJs7ryaVMBmJPXHOpVfT8W55/view?usp=drive_link)
Resumo;1996;MARQUES EJ ET AL;[**PANTANAL - ASPECTOS RELACIONADOS «?S AVES AQU«ÅTICAS E «ÅREAS DE REPRODU«?«üO COLONIAL. II SIMP«?SIO SOBRE RECURSOS NATURAIS E S«?CIO-ECON«?MICOS DO PANTANAL - MANEJO E CONSERVA«?«üO, EMBRAPA/CPAP. CORUMB«Å, BRASIL**](https://drive.google.com/file/d/1Cu7QAtDS2Nl1xmVV2AG2YmlXep_ncBxW/view?usp=drive_link)
Artigo;1995;NASCIMENTO JLX & ANTAS PTZ;[**ANILHAMENTO DE DENDROCYGNA SPP. NO BRASIL ENTRE 1973 E 1994 (ANSERIFORMES, ANATIDAE). REVISTA BRASILEIRA DE ORNITOLOGIA 3(1):62-65**](https://drive.google.com/file/d/1gkvc0HuppHYPiuYghAHIdgQL_f-62nQv/view?usp=drive_link)
Guia;1995;NASCIMENTO ILS;[**AS AVES DO PARQUE NACIONAL DA LAGOA DO PEIXE. IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/16wTzyyK18wbMc-9dZZqWszhw9513FaOx/view?usp=drive_link)
Guia;1995;ANTAS PTZ;[**AVES DO PARQUE NACIONAL DE BRAS«çLIA. IBAMA (COLE«?«üO MEIO AMBIENTE. S«?RIE FAUNA BRASILEIRA). BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/12wn3nPeMq4PjNSbdWDUKqECTf5kzGadw/view?usp=drive_link)
Guia;1995;SCHULZ-NETO A;[**LISTA DAS AVES DA PARA«çBA. IBAMA. JO«üO PESSOA, BRASIL**](https://drive.google.com/file/d/1gEE6z2S7D8O48kFNIvrNOBFL4aAqKWRr/view?usp=drive_link)
Guia;1995;SCHULZ-NETO A;[**OBSERVANDO AVES NO PARQUE NACIONAL MARINHO DE FERNANDO DE NORONHA: GUIA DE CAMPO. IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1WNx-I-Nh0D_exxsVvOK6ZvhU0TiwC7lZ/view?usp=drive_link)
Resumo;1995;NASCIMENTO JLX & ANTAS PTZ;[**BANDING OF DENDROCYGNA SPP. (ANSERIFORMES, ANATIDAE) IN BRAZIL, FROM 1980 TO 1994. V CONGRESSO DE ORNITOLOGIA NEOTROPICAL. ASSUN«?«üO, PARAGUAI**](https://drive.google.com/file/d/12935cEfmIpN3mNy5y-0hKFEG6YX_bfMm/view?usp=drive_link)
Artigo;1994;ANTAS PTZ;[**MIGRATION AND OTHER MOVEMENTS AMONG THE LOWER PARAN«Å RIVER VALLEY WETLANDS, ARGENTINA AND SOUTH BRASIL/PANTANAL WETLANDS. BIRD CONSERVATION INTERNATIONAL 4:181-190**](https://drive.google.com/file/d/1YMSBkUVEZ3CEiMGkNLBGx_C9dI8_E4ZF/view?usp=drive_link)
Manual;1994;NASCIMENTO ILS ET AL;[**MANUAL DE ANILHAMENTO DE AVES SILVESTRES. 2ED., EDI«?«?ES IBAMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1LKbBJmfdShh6dyXB-HxYpQfHnug-YJKd/view?usp=drive_link)
Resumo;1994;NASCIMENTO JLX ET AL;[**BIOLOGIA E SITUA«?«üO ATUAL DA MARRECA-PARDA ANAS GEORGICA NO BRASIL. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1bZ7frYSicNwjQB3aVyaEbaCWLESkjwGi/view?usp=drive_link)
Resumo;1994;EFE MA ET AL;[**PROJETO ANDORINHAS DO MAR - CONSERVA«?«üO DE STERNA SPP. NO ESP«çRITO SANTO. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1LRcVngHIIPD48GPHOF2uo3xadZm4HcC5/view?usp=drive_link)
Resumo;1994;CORDEIRO PHC ET AL;[**TRINTA-R«?IS-BOREAL STERNA HIRUNDO. UMA AN«ÅLISE DAS RECUPERA«?«?ES ENTRE 1980 E 1994. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1q8kmiOXR5TGUxBm1w6uarQDwGqYeXosR/view?usp=drive_link)
Resumo;1994;EFE MA & MUSSO CM;[**CRESCIMENTO DE FILHOTES DE STERNA (SANDVICENSIS) EURYGNATHA, NA ILHA ESCALVADA, ES. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1lub7FuB9qkeTNpr_zxn1aDKmuGK1Dq78/view?usp=drive_link)
Resumo;1994;SCHULZ-NETO A;[**LEVANTAMENTO DE AVES COSTEIRAS NO LITORAL CEARENSE. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1xtmnCFtdcPLu2rifmyRHfErjeyTI_c1_/view?usp=drive_link)
Resumo;1994;EFE MA & MUSSO CM;[**REGISTRO DE REPRODU«?«üO DE PUFFINUS LHERMINIERI (LESSON, 1939) NO BRASIL. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/1rv0N7UOjpYVqa2IgujTNqRGJDVXLerxC/view?usp=drive_link)
Resumo;1994;SCHULZ-NETO A;[**ASPECTOS BIOL«?GICOS DAS AVES MARINHAS DO ATOL DAS ROCAS. IV CONGRESSO BRASILEIRO DE ORNITOLOGIA. RECIFE, BRASIL**](https://drive.google.com/file/d/11PHo_xWCTgPigzorECB3l2gqrpJ6A7ld/view?usp=drive_link)
Resumo;1993;NASCIMENTO JLX ET AL;[**A AVIFAUNA DA REGI«üO DO LAGO DE SOBRADINHO, BAHIA. III CONGRESSO BRASILEIRO DE ORNITOLOGIA. PELOTAS, BRASIL**](https://drive.google.com/file/d/1fICLW_1KU5l2ErgOx2BfciQC7U-yQwyi/view?usp=drive_link)
Resumo;1993;NASCIMENTO JLX ET AL;[**MONITORAMENTO DA COSTA DO RIO GRANDE DO SUL ATRAV«?S DE CENSO A«?REO DE AVES. III CONGRESSO BRASILEIRO DE ORNITOLOGIA. PELOTAS, BRASIL**](https://drive.google.com/file/d/1e7yVrUbZMFNssydqmVnvpz8sSZGy9FpP/view?usp=drive_link)
Resumo;1993;ANTAS PTZ ET AL;[**CENSOS A«?REOS E TERRESTRES DE TUIUI«?S (JABIRU MYCTERIA) NO PANTANAL DE MATO GROSSO DO SUL. III CONGRESSO BRASILEIRO DE ORNITOLOGIA. PELOTAS, BRASIL**](https://drive.google.com/file/d/16Dd4jhMB7A-2zSOfJf5aou-ECzEBb41p/view?usp=drive_link)
Resumo;1993;SCHULZ-NETO A & SOUZA EA;[**LEVANTAMENTO PRELIMINAR DE AVES AQU«ÅTICAS NO LITORAL SUL SERGIPANO. III CONGRESSO BRASILEIRO DE ORNITOLOGIA. PELOTAS, BRASIL**](https://drive.google.com/file/d/1AXlhBdVRByIlOAuwIeivPnID0dWA0Z3r/view?usp=drive_link)
Resumo;1993;NASCIMENTO JLX;DEVELOPING AN INTEGRATED MONITORING PROGRAM FOR WATERBIRDS IN BRAZIL. PROCEEDINGS OF AN IWRB SIMPOSIUM, IWRB SPEC.PUBL. MIAMI, EUA
Resumo;1992;ANTAS PTZ ET AL;[**MIGRA«?«üO DE NETTA PEPOSACA ENTRE O SUL DO BRASIL E A ARGENTINA. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1oq1YcqITWjvTO7NApoKKr98OI-tLqg0M/view?usp=drive_link)
Resumo;1992;NASCIMENTO JLX ET AL;[**MOVIMENTA«?«üO DE DENDROCYGNA BICOLOR ENTRE O RIO GRANDE DO SUL E ARGENTINA. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1aArpGOWmXvAm2dwAq8XIG2sui45GqFrW/view?usp=drive_link)
Resumo;1992;NASCIMENTO ILS ET AL;[**DIN«?MICA DE MUDA E MOVIMENTA«?«üO DE CALIDRIS ALBA NA COSTA DO BRASIL. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1azE2RHqk4iEX0og6ig8A1ptXSQHl844Q/view?usp=drive_link)
Resumo;1992;ANTAS PTZ ET AL;[**DIN«?MICA DE MUDA E PESO DE ADULTOS DE CALIDRIS PUSILLA NA COROA DO AVI«üO, IGARASSU - PERNAMBUCO. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1gHavtqke9EXRi1iJAKkhWqhZtteskfP_/view?usp=drive_link)
Resumo;1992;ANTAS PTZ & NASCIMENTO ILS;[**MONITORAMENTO DO TUIUI«? JABIRU MYCTERIA NO PANTANAL DA NHECOLANDIA, CORUMBA, MS, NO ANO DE 1989. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1zh6phq9R4IXnnYVOruLjgrkmtTpzQnKQ/view?usp=drive_link)
Resumo;1992;ANTAS PTZ ET AL;[**NOVOS REGISTROS DE AVES PARA O BRASIL. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1LR4zd68pZIer9n1FVxEF8KhjDzZm0X91/view?usp=drive_link)
